sample_idx,w_max10_mean,w_max10_std,cp_fraction,recovery_rate,k_aero,c_roll,ref_speed_frac,k_s,breakaway_speed_frac,breakaway_cooldown_steps,utility_decay,evo_noise,sim_scale,evo_bottom_frac,evo_top_frac,imitation_mu,n_agents,n_teams
145,350.0,79.33333333333333,0.8,0.05,0.8,2.0,0.95,1.0,0.85,14.0,1.0,0.1,0.5,0.4,0.13333333333333336,0.3,136.0,17.333333333333332
146,350.0,79.33333333333333,0.8,0.05,0.8,4.0,0.95,1.0,0.85,14.0,1.0,0.1,0.5,0.4,0.13333333333333336,0.3,136.0,17.333333333333332
147,350.0,79.33333333333333,0.8,0.05,1.2,4.0,0.95,1.0,0.85,14.0,1.0,0.1,0.5,0.4,0.13333333333333336,0.3,136.0,17.333333333333332
148,350.0,34.0,0.8,0.05,1.2,4.0,0.95,1.0,0.85,14.0,1.0,0.1,0.5,0.4,0.13333333333333336,0.3,136.0,17.333333333333332
149,350.0,34.0,0.8,0.05,1.2,4.0,0.95,1.0,0.85,14.0,1.0,0.1,0.5,0.4,0.13333333333333336,0.3,136.0,4.0
150,350.0,34.0,0.6666666666666666,0.05,1.2,4.0,0.95,1.0,0.85,14.0,1.0,0.1,0.5,0.4,0.13333333333333336,0.3,136.0,4.0
151,350.0,34.0,0.6666666666666666,0.05,1.2,4.0,0.95,1.0,0.85,14.0,0.4,0.1,0.5,0.4,0.13333333333333336,0.3,136.0,4.0
152,483.3333333333333,79.33333333333333,0.8,0.05,1.2,3.0,0.95,0.7999999999999999,0.95,20.0,0.7,0.0,0.5,0.30000000000000004,0.21666666666666667,0.5333333333333333,192.0,17.333333333333332
153,483.3333333333333,79.33333333333333,0.8,0.05,1.2,5.0,0.95,0.7999999999999999,0.95,20.0,0.7,0.0,0.5,0.30000000000000004,0.21666666666666667,0.5333333333333333,192.0,17.333333333333332
154,483.3333333333333,79.33333333333333,0.8,0.05,1.2,5.0,0.95,0.7999999999999999,0.95,20.0,0.7,0.06666666666666667,0.5,0.30000000000000004,0.21666666666666667,0.5333333333333333,192.0,17.333333333333332
155,483.3333333333333,79.33333333333333,0.8,0.05,1.2,5.0,0.85,0.7999999999999999,0.95,20.0,0.7,0.06666666666666667,0.5,0.30000000000000004,0.21666666666666667,0.5333333333333333,192.0,17.333333333333332
156,483.3333333333333,79.33333333333333,0.8,0.05,1.2,5.0,0.85,0.7999999999999999,0.85,20.0,0.7,0.06666666666666667,0.5,0.30000000000000004,0.21666666666666667,0.5333333333333333,192.0,17.333333333333332
157,483.3333333333333,79.33333333333333,0.8,0.05,1.2,5.0,0.85,0.7999999999999999,0.85,20.0,0.7,0.06666666666666667,0.5,0.1,0.21666666666666667,0.5333333333333333,192.0,17.333333333333332
158,483.3333333333333,79.33333333333333,0.8,0.05,1.2,5.0,0.85,1.0,0.85,20.0,0.7,0.06666666666666667,0.5,0.1,0.21666666666666667,0.5333333333333333,192.0,17.333333333333332
159,483.3333333333333,79.33333333333333,0.8,0.15000000000000002,1.2,5.0,0.85,1.0,0.85,20.0,0.7,0.06666666666666667,0.5,0.1,0.21666666666666667,0.5333333333333333,192.0,17.333333333333332
160,483.3333333333333,79.33333333333333,0.8,0.15000000000000002,1.2,5.0,0.85,1.0,0.85,20.0,0.7,0.06666666666666667,0.5,0.1,0.21666666666666667,1.0,192.0,17.333333333333332
161,483.3333333333333,79.33333333333333,0.8,0.15000000000000002,0.8,5.0,0.85,1.0,0.85,20.0,0.7,0.06666666666666667,0.5,0.1,0.21666666666666667,1.0,192.0,17.333333333333332
162,483.3333333333333,79.33333333333333,0.8,0.15000000000000002,0.8,5.0,0.85,1.0,0.85,20.0,0.7,0.06666666666666667,0.5,0.1,0.21666666666666667,1.0,192.0,4.0
163,483.3333333333333,79.33333333333333,0.6666666666666666,0.15000000000000002,0.8,5.0,0.85,1.0,0.85,20.0,0.7,0.06666666666666667,0.5,0.1,0.21666666666666667,1.0,192.0,4.0
164,483.3333333333333,79.33333333333333,0.6666666666666666,0.15000000000000002,0.8,5.0,0.85,1.0,0.85,8.0,0.7,0.06666666666666667,0.5,0.1,0.21666666666666667,1.0,192.0,4.0
165,483.3333333333333,79.33333333333333,0.6666666666666666,0.15000000000000002,0.8,5.0,0.85,1.0,0.85,8.0,0.7,0.06666666666666667,0.5,0.1,0.05,1.0,192.0,4.0
166,483.3333333333333,79.33333333333333,0.6666666666666666,0.15000000000000002,0.8,5.0,0.85,1.0,0.85,8.0,0.1,0.06666666666666667,0.5,0.1,0.05,1.0,192.0,4.0
167,483.3333333333333,34.0,0.6666666666666666,0.15000000000000002,0.8,5.0,0.85,1.0,0.85,8.0,0.1,0.06666666666666667,0.5,0.1,0.05,1.0,192.0,4.0
168,350.0,34.0,0.6666666666666666,0.15000000000000002,0.8,5.0,0.85,1.0,0.85,8.0,0.1,0.06666666666666667,0.5,0.1,0.05,1.0,192.0,4.0
169,350.0,34.0,0.6666666666666666,0.15000000000000002,0.8,5.0,0.85,1.0,0.85,8.0,0.1,0.06666666666666667,1.5,0.1,0.05,1.0,192.0,4.0
170,350.0,34.0,0.6666666666666666,0.15000000000000002,0.8,5.0,0.85,1.0,0.85,8.0,0.1,0.06666666666666667,1.5,0.1,0.05,1.0,80.0,4.0
171,483.3333333333333,34.0,0.8,0.15000000000000002,0.6,4.0,0.8,0.7999999999999999,1.0,14.0,1.0,0.0,0.5,0.1,0.05,0.7666666666666666,24.0,4.0
172,483.3333333333333,34.0,0.8,0.05,0.6,4.0,0.8,0.7999999999999999,1.0,14.0,1.0,0.0,0.5,0.1,0.05,0.7666666666666666,24.0,4.0
173,483.3333333333333,34.0,0.8,0.05,1.0,4.0,0.8,0.7999999999999999,1.0,14.0,1.0,0.0,0.5,0.1,0.05,0.7666666666666666,24.0,4.0
174,483.3333333333333,34.0,0.8,0.05,1.0,4.0,0.8,0.7999999999999999,0.9,14.0,1.0,0.0,0.5,0.1,0.05,0.7666666666666666,24.0,4.0
175,483.3333333333333,34.0,0.8,0.05,1.0,4.0,0.8,0.7999999999999999,0.9,14.0,0.4,0.0,0.5,0.1,0.05,0.7666666666666666,24.0,4.0
176,483.3333333333333,34.0,0.8,0.05,1.0,4.0,0.8,0.7999999999999999,0.9,14.0,0.4,0.0,0.5,0.30000000000000004,0.05,0.7666666666666666,24.0,4.0
177,483.3333333333333,34.0,0.8,0.05,1.0,4.0,0.8,0.7999999999999999,0.9,14.0,0.4,0.06666666666666667,0.5,0.30000000000000004,0.05,0.7666666666666666,24.0,4.0
178,483.3333333333333,34.0,0.8,0.05,1.0,4.0,0.8,0.7999999999999999,0.9,14.0,0.4,0.06666666666666667,0.5,0.30000000000000004,0.05,0.7666666666666666,24.0,17.333333333333332
179,483.3333333333333,34.0,0.6666666666666666,0.05,1.0,4.0,0.8,0.7999999999999999,0.9,14.0,0.4,0.06666666666666667,0.5,0.30000000000000004,0.05,0.7666666666666666,24.0,17.333333333333332
180,483.3333333333333,34.0,0.6666666666666666,0.05,1.0,4.0,0.8,0.7999999999999999,0.9,14.0,0.4,0.06666666666666667,0.5,0.30000000000000004,0.05,0.3,24.0,17.333333333333332
181,483.3333333333333,34.0,0.6666666666666666,0.05,1.0,4.0,0.8,0.7999999999999999,0.9,2.0,0.4,0.06666666666666667,0.5,0.30000000000000004,0.05,0.3,24.0,17.333333333333332
182,350.0,34.0,0.6666666666666666,0.05,1.0,4.0,0.8,0.7999999999999999,0.9,2.0,0.4,0.06666666666666667,0.5,0.30000000000000004,0.05,0.3,24.0,17.333333333333332
183,350.0,79.33333333333333,0.6666666666666666,0.05,1.0,4.0,0.8,0.7999999999999999,0.9,2.0,0.4,0.06666666666666667,0.5,0.30000000000000004,0.05,0.3,24.0,17.333333333333332
184,350.0,79.33333333333333,0.6666666666666666,0.05,1.0,4.0,0.8,0.7999999999999999,0.9,2.0,0.4,0.06666666666666667,1.5,0.30000000000000004,0.05,0.3,24.0,17.333333333333332
185,350.0,79.33333333333333,0.6666666666666666,0.05,1.0,4.0,0.8,0.7999999999999999,0.9,2.0,0.4,0.06666666666666667,1.5,0.30000000000000004,0.21666666666666667,0.3,24.0,17.333333333333332
186,350.0,79.33333333333333,0.6666666666666666,0.05,1.0,4.0,0.8,0.7999999999999999,0.9,2.0,0.4,0.06666666666666667,1.5,0.30000000000000004,0.21666666666666667,0.3,136.0,17.333333333333332
187,350.0,79.33333333333333,0.6666666666666666,0.05,1.0,4.0,0.8,1.0,0.9,2.0,0.4,0.06666666666666667,1.5,0.30000000000000004,0.21666666666666667,0.3,136.0,17.333333333333332
188,350.0,79.33333333333333,0.6666666666666666,0.05,1.0,4.0,0.9,1.0,0.9,2.0,0.4,0.06666666666666667,1.5,0.30000000000000004,0.21666666666666667,0.3,136.0,17.333333333333332
189,350.0,79.33333333333333,0.6666666666666666,0.05,1.0,2.0,0.9,1.0,0.9,2.0,0.4,0.06666666666666667,1.5,0.30000000000000004,0.21666666666666667,0.3,136.0,17.333333333333332
190,483.3333333333333,79.33333333333333,0.8,0.15000000000000002,0.6,2.0,0.9,0.7999999999999999,1.0,2.0,1.0,0.1,0.5,0.30000000000000004,0.13333333333333336,0.7666666666666666,80.0,10.666666666666668
191,483.3333333333333,79.33333333333333,0.8,0.15000000000000002,0.6,2.0,0.9,0.7999999999999999,1.0,2.0,0.4,0.1,0.5,0.30000000000000004,0.13333333333333336,0.7666666666666666,80.0,10.666666666666668
192,483.3333333333333,79.33333333333333,0.8,0.15000000000000002,0.6,2.0,0.9,0.7999999999999999,0.9,2.0,0.4,0.1,0.5,0.30000000000000004,0.13333333333333336,0.7666666666666666,80.0,10.666666666666668
193,483.3333333333333,79.33333333333333,0.6666666666666666,0.15000000000000002,0.6,2.0,0.9,0.7999999999999999,0.9,2.0,0.4,0.1,0.5,0.30000000000000004,0.13333333333333336,0.7666666666666666,80.0,10.666666666666668
194,483.3333333333333,79.33333333333333,0.6666666666666666,0.05,0.6,2.0,0.9,0.7999999999999999,0.9,2.0,0.4,0.1,0.5,0.30000000000000004,0.13333333333333336,0.7666666666666666,80.0,10.666666666666668
195,483.3333333333333,79.33333333333333,0.6666666666666666,0.05,1.0,2.0,0.9,0.7999999999999999,0.9,2.0,0.4,0.1,0.5,0.30000000000000004,0.13333333333333336,0.7666666666666666,80.0,10.666666666666668
196,483.3333333333333,79.33333333333333,0.6666666666666666,0.05,1.0,2.0,0.9,0.7999999999999999,0.9,2.0,0.4,0.1,0.5,0.1,0.13333333333333336,0.7666666666666666,80.0,10.666666666666668
197,483.3333333333333,79.33333333333333,0.6666666666666666,0.05,1.0,2.0,0.9,0.7999999999999999,0.9,2.0,0.4,0.1,0.5,0.1,0.3,0.7666666666666666,80.0,10.666666666666668
198,483.3333333333333,79.33333333333333,0.6666666666666666,0.05,1.0,2.0,0.9,0.7999999999999999,0.9,14.0,0.4,0.1,0.5,0.1,0.3,0.7666666666666666,80.0,10.666666666666668
199,483.3333333333333,79.33333333333333,0.6666666666666666,0.05,1.0,2.0,0.8,0.7999999999999999,0.9,14.0,0.4,0.1,0.5,0.1,0.3,0.7666666666666666,80.0,10.666666666666668
200,483.3333333333333,79.33333333333333,0.6666666666666666,0.05,1.0,2.0,0.8,0.7999999999999999,0.9,14.0,0.4,0.1,0.5,0.1,0.3,0.3,80.0,10.666666666666668
201,483.3333333333333,79.33333333333333,0.6666666666666666,0.05,1.0,2.0,0.8,0.7999999999999999,0.9,14.0,0.4,0.03333333333333334,0.5,0.1,0.3,0.3,80.0,10.666666666666668
202,483.3333333333333,79.33333333333333,0.6666666666666666,0.05,1.0,2.0,0.8,0.7999999999999999,0.9,14.0,0.4,0.03333333333333334,0.5,0.1,0.3,0.3,80.0,24.0
203,483.3333333333333,79.33333333333333,0.6666666666666666,0.05,1.0,2.0,0.8,0.7999999999999999,0.9,14.0,0.4,0.03333333333333334,0.5,0.1,0.3,0.3,192.0,24.0
204,483.3333333333333,79.33333333333333,0.6666666666666666,0.05,1.0,4.0,0.8,0.7999999999999999,0.9,14.0,0.4,0.03333333333333334,0.5,0.1,0.3,0.3,192.0,24.0
205,483.3333333333333,34.0,0.6666666666666666,0.05,1.0,4.0,0.8,0.7999999999999999,0.9,14.0,0.4,0.03333333333333334,0.5,0.1,0.3,0.3,192.0,24.0
206,350.0,34.0,0.6666666666666666,0.05,1.0,4.0,0.8,0.7999999999999999,0.9,14.0,0.4,0.03333333333333334,0.5,0.1,0.3,0.3,192.0,24.0
207,350.0,34.0,0.6666666666666666,0.05,1.0,4.0,0.8,0.7999999999999999,0.9,14.0,0.4,0.03333333333333334,1.5,0.1,0.3,0.3,192.0,24.0
208,350.0,34.0,0.6666666666666666,0.05,1.0,4.0,0.8,1.0,0.9,14.0,0.4,0.03333333333333334,1.5,0.1,0.3,0.3,192.0,24.0
209,350.0,34.0,0.6666666666666666,0.15000000000000002,1.0,2.0,0.9,0.7999999999999999,0.95,2.0,0.4,0.06666666666666667,1.0,0.1,0.21666666666666667,0.3,24.0,4.0
210,483.3333333333333,34.0,0.6666666666666666,0.15000000000000002,1.0,2.0,0.9,0.7999999999999999,0.95,2.0,0.4,0.06666666666666667,1.0,0.1,0.21666666666666667,0.3,24.0,4.0
211,483.3333333333333,34.0,0.6666666666666666,0.15000000000000002,1.0,2.0,0.9,0.7999999999999999,0.95,14.0,0.4,0.06666666666666667,1.0,0.1,0.21666666666666667,0.3,24.0,4.0
212,483.3333333333333,34.0,0.6666666666666666,0.15000000000000002,1.0,2.0,0.9,0.7999999999999999,0.95,14.0,1.0,0.06666666666666667,1.0,0.1,0.21666666666666667,0.3,24.0,4.0
213,483.3333333333333,34.0,0.6666666666666666,0.15000000000000002,1.0,2.0,0.9,0.7999999999999999,0.95,14.0,1.0,0.06666666666666667,1.0,0.1,0.21666666666666667,0.3,136.0,4.0
214,483.3333333333333,34.0,0.6666666666666666,0.15000000000000002,1.0,2.0,0.9,0.7999999999999999,0.95,14.0,1.0,0.06666666666666667,1.0,0.1,0.21666666666666667,0.7666666666666666,136.0,4.0
215,483.3333333333333,34.0,0.6666666666666666,0.15000000000000002,1.0,2.0,0.9,0.7999999999999999,0.95,14.0,1.0,0.0,1.0,0.1,0.21666666666666667,0.7666666666666666,136.0,4.0
216,483.3333333333333,34.0,0.6666666666666666,0.05,1.0,2.0,0.9,0.7999999999999999,0.95,14.0,1.0,0.0,1.0,0.1,0.21666666666666667,0.7666666666666666,136.0,4.0
217,483.3333333333333,34.0,0.8,0.05,1.0,2.0,0.9,0.7999999999999999,0.95,14.0,1.0,0.0,1.0,0.1,0.21666666666666667,0.7666666666666666,136.0,4.0
218,483.3333333333333,34.0,0.8,0.05,1.0,2.0,0.9,0.7999999999999999,0.85,14.0,1.0,0.0,1.0,0.1,0.21666666666666667,0.7666666666666666,136.0,4.0
219,483.3333333333333,34.0,0.8,0.05,1.0,2.0,0.9,0.7999999999999999,0.85,14.0,1.0,0.0,1.0,0.1,0.21666666666666667,0.7666666666666666,136.0,17.333333333333332
220,483.3333333333333,34.0,0.8,0.05,1.0,2.0,0.9,0.7999999999999999,0.85,14.0,1.0,0.0,1.0,0.30000000000000004,0.21666666666666667,0.7666666666666666,136.0,17.333333333333332
221,483.3333333333333,34.0,0.8,0.05,1.0,2.0,0.9,1.0,0.85,14.0,1.0,0.0,1.0,0.30000000000000004,0.21666666666666667,0.7666666666666666,136.0,17.333333333333332
222,483.3333333333333,34.0,0.8,0.05,1.0,2.0,0.8,1.0,0.85,14.0,1.0,0.0,1.0,0.30000000000000004,0.21666666666666667,0.7666666666666666,136.0,17.333333333333332
223,483.3333333333333,34.0,0.8,0.05,1.0,2.0,0.8,1.0,0.85,14.0,1.0,0.0,1.0,0.30000000000000004,0.05,0.7666666666666666,136.0,17.333333333333332
224,483.3333333333333,79.33333333333333,0.8,0.05,1.0,2.0,0.8,1.0,0.85,14.0,1.0,0.0,1.0,0.30000000000000004,0.05,0.7666666666666666,136.0,17.333333333333332
225,483.3333333333333,79.33333333333333,0.8,0.05,1.0,4.0,0.8,1.0,0.85,14.0,1.0,0.0,1.0,0.30000000000000004,0.05,0.7666666666666666,136.0,17.333333333333332
226,483.3333333333333,79.33333333333333,0.8,0.05,1.0,4.0,0.8,1.0,0.85,14.0,1.0,0.0,2.0,0.30000000000000004,0.05,0.7666666666666666,136.0,17.333333333333332
227,483.3333333333333,79.33333333333333,0.8,0.05,0.6,4.0,0.8,1.0,0.85,14.0,1.0,0.0,2.0,0.30000000000000004,0.05,0.7666666666666666,136.0,17.333333333333332
228,416.6666666666667,102.0,0.7333333333333334,0.15000000000000002,1.2,4.0,0.85,1.0,0.95,2.0,0.7,0.1,1.5,0.4,0.13333333333333336,0.7666666666666666,192.0,4.0
229,416.6666666666667,102.0,0.7333333333333334,0.15000000000000002,1.2,4.0,0.85,1.0,0.95,2.0,0.7,0.03333333333333334,1.5,0.4,0.13333333333333336,0.7666666666666666,192.0,4.0
230,416.6666666666667,102.0,0.7333333333333334,0.15000000000000002,1.2,4.0,0.85,1.0,0.85,2.0,0.7,0.03333333333333334,1.5,0.4,0.13333333333333336,0.7666666666666666,192.0,4.0
231,416.6666666666667,102.0,0.7333333333333334,0.15000000000000002,1.2,4.0,0.85,1.0,0.85,2.0,0.7,0.03333333333333334,1.5,0.4,0.13333333333333336,0.3,192.0,4.0
232,416.6666666666667,56.66666666666667,0.7333333333333334,0.15000000000000002,1.2,4.0,0.85,1.0,0.85,2.0,0.7,0.03333333333333334,1.5,0.4,0.13333333333333336,0.3,192.0,4.0
233,416.6666666666667,56.66666666666667,0.7333333333333334,0.15000000000000002,1.2,4.0,0.85,1.0,0.85,2.0,0.7,0.03333333333333334,1.5,0.2,0.13333333333333336,0.3,192.0,4.0
234,416.6666666666667,56.66666666666667,0.7333333333333334,0.15000000000000002,1.2,4.0,0.85,1.0,0.85,2.0,0.1,0.03333333333333334,1.5,0.2,0.13333333333333336,0.3,192.0,4.0
235,416.6666666666667,56.66666666666667,0.7333333333333334,0.15000000000000002,1.2,4.0,0.85,1.0,0.85,2.0,0.1,0.03333333333333334,1.5,0.2,0.3,0.3,192.0,4.0
236,416.6666666666667,56.66666666666667,0.7333333333333334,0.15000000000000002,1.2,2.0,0.85,1.0,0.85,2.0,0.1,0.03333333333333334,1.5,0.2,0.3,0.3,192.0,4.0
237,416.6666666666667,56.66666666666667,0.7333333333333334,0.15000000000000002,1.2,2.0,0.85,1.0,0.85,2.0,0.1,0.03333333333333334,1.5,0.2,0.3,0.3,80.0,4.0
238,416.6666666666667,56.66666666666667,0.7333333333333334,0.15000000000000002,1.2,2.0,0.85,1.0,0.85,14.0,0.1,0.03333333333333334,1.5,0.2,0.3,0.3,80.0,4.0
239,416.6666666666667,56.66666666666667,0.7333333333333334,0.15000000000000002,1.2,2.0,0.95,1.0,0.85,14.0,0.1,0.03333333333333334,1.5,0.2,0.3,0.3,80.0,4.0
240,416.6666666666667,56.66666666666667,0.6,0.15000000000000002,1.2,2.0,0.95,1.0,0.85,14.0,0.1,0.03333333333333334,1.5,0.2,0.3,0.3,80.0,4.0
241,416.6666666666667,56.66666666666667,0.6,0.15000000000000002,0.8,2.0,0.95,1.0,0.85,14.0,0.1,0.03333333333333334,1.5,0.2,0.3,0.3,80.0,4.0
242,416.6666666666667,56.66666666666667,0.6,0.15000000000000002,0.8,2.0,0.95,1.0,0.85,14.0,0.1,0.03333333333333334,0.5,0.2,0.3,0.3,80.0,4.0
243,416.6666666666667,56.66666666666667,0.6,0.15000000000000002,0.8,2.0,0.95,1.0,0.85,14.0,0.1,0.03333333333333334,0.5,0.2,0.3,0.3,80.0,17.333333333333332
244,550.0,56.66666666666667,0.6,0.15000000000000002,0.8,2.0,0.95,1.0,0.85,14.0,0.1,0.03333333333333334,0.5,0.2,0.3,0.3,80.0,17.333333333333332
245,550.0,56.66666666666667,0.6,0.05,0.8,2.0,0.95,1.0,0.85,14.0,0.1,0.03333333333333334,0.5,0.2,0.3,0.3,80.0,17.333333333333332
246,550.0,56.66666666666667,0.6,0.05,0.8,2.0,0.95,0.7999999999999999,0.85,14.0,0.1,0.03333333333333334,0.5,0.2,0.3,0.3,80.0,17.333333333333332
247,416.6666666666667,34.0,0.7333333333333334,0.2,0.6,3.0,0.95,0.8999999999999999,0.9,2.0,0.1,0.06666666666666667,0.5,0.1,0.21666666666666667,1.0,24.0,10.666666666666668
248,416.6666666666667,34.0,0.7333333333333334,0.2,0.6,3.0,0.95,0.8999999999999999,0.9,2.0,0.1,0.06666666666666667,0.5,0.1,0.21666666666666667,0.5333333333333333,24.0,10.666666666666668
249,416.6666666666667,34.0,0.7333333333333334,0.2,0.6,3.0,0.95,0.8999999999999999,0.9,2.0,0.1,0.06666666666666667,0.5,0.1,0.05,0.5333333333333333,24.0,10.666666666666668
250,416.6666666666667,34.0,0.7333333333333334,0.2,0.6,3.0,0.85,0.8999999999999999,0.9,2.0,0.1,0.06666666666666667,0.5,0.1,0.05,0.5333333333333333,24.0,10.666666666666668
251,416.6666666666667,34.0,0.7333333333333334,0.1,0.6,3.0,0.85,0.8999999999999999,0.9,2.0,0.1,0.06666666666666667,0.5,0.1,0.05,0.5333333333333333,24.0,10.666666666666668
252,550.0,34.0,0.7333333333333334,0.1,0.6,3.0,0.85,0.8999999999999999,0.9,2.0,0.1,0.06666666666666667,0.5,0.1,0.05,0.5333333333333333,24.0,10.666666666666668
253,550.0,34.0,0.7333333333333334,0.1,0.6,3.0,0.85,0.8999999999999999,0.9,2.0,0.1,0.0,0.5,0.1,0.05,0.5333333333333333,24.0,10.666666666666668
254,550.0,34.0,0.7333333333333334,0.1,0.6,3.0,0.85,0.8999999999999999,0.9,14.0,0.1,0.0,0.5,0.1,0.05,0.5333333333333333,24.0,10.666666666666668
255,550.0,34.0,0.7333333333333334,0.1,0.6,3.0,0.85,0.8999999999999999,0.9,14.0,0.1,0.0,0.5,0.1,0.05,0.5333333333333333,136.0,10.666666666666668
256,550.0,34.0,0.6,0.1,0.6,3.0,0.85,0.8999999999999999,0.9,14.0,0.1,0.0,0.5,0.1,0.05,0.5333333333333333,136.0,10.666666666666668
257,550.0,34.0,0.6,0.1,0.6,5.0,0.85,0.8999999999999999,0.9,14.0,0.1,0.0,0.5,0.1,0.05,0.5333333333333333,136.0,10.666666666666668
258,550.0,34.0,0.6,0.1,0.6,5.0,0.85,0.8999999999999999,0.9,14.0,0.1,0.0,1.5,0.1,0.05,0.5333333333333333,136.0,10.666666666666668
259,550.0,79.33333333333333,0.6,0.1,0.6,5.0,0.85,0.8999999999999999,0.9,14.0,0.1,0.0,1.5,0.1,0.05,0.5333333333333333,136.0,10.666666666666668
260,550.0,79.33333333333333,0.6,0.1,0.6,5.0,0.85,0.8999999999999999,1.0,14.0,0.1,0.0,1.5,0.1,0.05,0.5333333333333333,136.0,10.666666666666668
261,550.0,79.33333333333333,0.6,0.1,1.0,5.0,0.85,0.8999999999999999,1.0,14.0,0.1,0.0,1.5,0.1,0.05,0.5333333333333333,136.0,10.666666666666668
262,550.0,79.33333333333333,0.6,0.1,1.0,5.0,0.85,0.7,1.0,14.0,0.1,0.0,1.5,0.1,0.05,0.5333333333333333,136.0,10.666666666666668
263,550.0,79.33333333333333,0.6,0.1,1.0,5.0,0.85,0.7,1.0,14.0,0.1,0.0,1.5,0.1,0.05,0.5333333333333333,136.0,24.0
264,550.0,79.33333333333333,0.6,0.1,1.0,5.0,0.85,0.7,1.0,14.0,0.1,0.0,1.5,0.30000000000000004,0.05,0.5333333333333333,136.0,24.0
265,550.0,79.33333333333333,0.6,0.1,1.0,5.0,0.85,0.7,1.0,14.0,0.7,0.0,1.5,0.30000000000000004,0.05,0.5333333333333333,136.0,24.0
266,483.3333333333333,56.66666666666667,0.6,0.05,0.6,3.0,0.95,0.7,0.95,2.0,0.4,0.03333333333333334,1.0,0.30000000000000004,0.05,1.0,192.0,24.0
267,483.3333333333333,56.66666666666667,0.6,0.05,0.6,3.0,0.95,0.7,0.95,2.0,1.0,0.03333333333333334,1.0,0.30000000000000004,0.05,1.0,192.0,24.0
268,483.3333333333333,56.66666666666667,0.7333333333333334,0.05,0.6,3.0,0.95,0.7,0.95,2.0,1.0,0.03333333333333334,1.0,0.30000000000000004,0.05,1.0,192.0,24.0
269,483.3333333333333,56.66666666666667,0.7333333333333334,0.05,0.6,5.0,0.95,0.7,0.95,2.0,1.0,0.03333333333333334,1.0,0.30000000000000004,0.05,1.0,192.0,24.0
270,483.3333333333333,56.66666666666667,0.7333333333333334,0.05,1.0,5.0,0.95,0.7,0.95,2.0,1.0,0.03333333333333334,1.0,0.30000000000000004,0.05,1.0,192.0,24.0
271,483.3333333333333,56.66666666666667,0.7333333333333334,0.05,1.0,5.0,0.95,0.7,0.95,2.0,1.0,0.03333333333333334,1.0,0.30000000000000004,0.05,1.0,80.0,24.0
272,483.3333333333333,56.66666666666667,0.7333333333333334,0.05,1.0,5.0,0.95,0.7,0.95,2.0,1.0,0.03333333333333334,1.0,0.30000000000000004,0.05,1.0,80.0,10.666666666666668
273,483.3333333333333,56.66666666666667,0.7333333333333334,0.05,1.0,5.0,0.95,0.7,0.85,2.0,1.0,0.03333333333333334,1.0,0.30000000000000004,0.05,1.0,80.0,10.666666666666668
274,483.3333333333333,56.66666666666667,0.7333333333333334,0.05,1.0,5.0,0.95,0.8999999999999999,0.85,2.0,1.0,0.03333333333333334,1.0,0.30000000000000004,0.05,1.0,80.0,10.666666666666668
275,483.3333333333333,102.0,0.7333333333333334,0.05,1.0,5.0,0.95,0.8999999999999999,0.85,2.0,1.0,0.03333333333333334,1.0,0.30000000000000004,0.05,1.0,80.0,10.666666666666668
276,483.3333333333333,102.0,0.7333333333333334,0.05,1.0,5.0,0.95,0.8999999999999999,0.85,14.0,1.0,0.03333333333333334,1.0,0.30000000000000004,0.05,1.0,80.0,10.666666666666668
277,483.3333333333333,102.0,0.7333333333333334,0.05,1.0,5.0,0.95,0.8999999999999999,0.85,14.0,1.0,0.03333333333333334,2.0,0.30000000000000004,0.05,1.0,80.0,10.666666666666668
278,483.3333333333333,102.0,0.7333333333333334,0.05,1.0,5.0,0.85,0.8999999999999999,0.85,14.0,1.0,0.03333333333333334,2.0,0.30000000000000004,0.05,1.0,80.0,10.666666666666668
279,350.0,102.0,0.7333333333333334,0.05,1.0,5.0,0.85,0.8999999999999999,0.85,14.0,1.0,0.03333333333333334,2.0,0.30000000000000004,0.05,1.0,80.0,10.666666666666668
280,350.0,102.0,0.7333333333333334,0.05,1.0,5.0,0.85,0.8999999999999999,0.85,14.0,1.0,0.03333333333333334,2.0,0.1,0.05,1.0,80.0,10.666666666666668
281,350.0,102.0,0.7333333333333334,0.05,1.0,5.0,0.85,0.8999999999999999,0.85,14.0,1.0,0.03333333333333334,2.0,0.1,0.21666666666666667,1.0,80.0,10.666666666666668
282,350.0,102.0,0.7333333333333334,0.05,1.0,5.0,0.85,0.8999999999999999,0.85,14.0,1.0,0.03333333333333334,2.0,0.1,0.21666666666666667,0.5333333333333333,80.0,10.666666666666668
283,350.0,102.0,0.7333333333333334,0.05,1.0,5.0,0.85,0.8999999999999999,0.85,14.0,1.0,0.1,2.0,0.1,0.21666666666666667,0.5333333333333333,80.0,10.666666666666668
284,350.0,102.0,0.7333333333333334,0.15000000000000002,1.0,5.0,0.85,0.8999999999999999,0.85,14.0,1.0,0.1,2.0,0.1,0.21666666666666667,0.5333333333333333,80.0,10.666666666666668
285,550.0,79.33333333333333,0.8,0.15000000000000002,1.0,3.0,0.8,1.0,0.85,14.0,0.4,0.0,2.0,0.4,0.13333333333333336,0.5333333333333333,136.0,10.666666666666668
286,550.0,79.33333333333333,0.8,0.15000000000000002,1.0,3.0,0.8,1.0,0.85,14.0,0.4,0.0,1.0,0.4,0.13333333333333336,0.5333333333333333,136.0,10.666666666666668
